"StichtagDatJahr","QuarSort","QuarLang","KreisSort","KreisLang","HHtypSort","HHtypLang","AnzHH","AnzBestWir"
2023,31,"Alt-Wiedikon",3,"Kreis 3",12,"Wohngemeinschaft ohne Kinder",425,1420
2023,31,"Alt-Wiedikon",3,"Kreis 3",13,"Wohngemeinschaft mit Kind(ern)",133,714
2023,31,"Alt-Wiedikon",3,"Kreis 3",14,"Generationenhaushalt",29,198
2023,31,"Alt-Wiedikon",3,"Kreis 3",15,"Familien-Verbund",1,5
2023,33,"Friesenberg",3,"Kreis 3",1,"Einpersonenhaushalt",1422,1422
2023,33,"Friesenberg",3,"Kreis 3",4,"Zweipersonenhaushalt",350,700
2023,33,"Friesenberg",3,"Kreis 3",5,"Ehepaar ohne Kinder",640,1280
2023,33,"Friesenberg",3,"Kreis 3",6,"Eingetragenes Paar ohne Kinder",2,4
2023,33,"Friesenberg",3,"Kreis 3",7,"Ein-Elternhaushalt",384,1026
2023,33,"Friesenberg",3,"Kreis 3",8,"Ehepaar mit Kind(ern)",1111,4520
2023,33,"Friesenberg",3,"Kreis 3",9,"Eingetragenes Paar mit Kind(ern)",1,4
2023,33,"Friesenberg",3,"Kreis 3",10,"Paar mit Kind(ern)",195,747
2023,33,"Friesenberg",3,"Kreis 3",11,"Patchwork-Haushalt",22,84
2023,33,"Friesenberg",3,"Kreis 3",12,"Wohngemeinschaft ohne Kinder",69,237
2023,33,"Friesenberg",3,"Kreis 3",13,"Wohngemeinschaft mit Kind(ern)",69,321
2023,33,"Friesenberg",3,"Kreis 3",14,"Generationenhaushalt",25,147
2023,34,"Sihlfeld",3,"Kreis 3",1,"Einpersonenhaushalt",5738,5738
2023,34,"Sihlfeld",3,"Kreis 3",4,"Zweipersonenhaushalt",2285,4570
2023,34,"Sihlfeld",3,"Kreis 3",5,"Ehepaar ohne Kinder",834,1668
2023,34,"Sihlfeld",3,"Kreis 3",6,"Eingetragenes Paar ohne Kinder",27,54
2023,34,"Sihlfeld",3,"Kreis 3",7,"Ein-Elternhaushalt",476,1148
2023,34,"Sihlfeld",3,"Kreis 3",8,"Ehepaar mit Kind(ern)",1046,4090
2023,34,"Sihlfeld",3,"Kreis 3",9,"Eingetragenes Paar mit Kind(ern)",2,7
2023,34,"Sihlfeld",3,"Kreis 3",10,"Paar mit Kind(ern)",339,1176
2023,34,"Sihlfeld",3,"Kreis 3",11,"Patchwork-Haushalt",49,155
2023,34,"Sihlfeld",3,"Kreis 3",12,"Wohngemeinschaft ohne Kinder",485,1585
2023,34,"Sihlfeld",3,"Kreis 3",13,"Wohngemeinschaft mit Kind(ern)",143,736
2023,34,"Sihlfeld",3,"Kreis 3",14,"Generationenhaushalt",51,352
2023,41,"Werd",4,"Kreis 4",1,"Einpersonenhaushalt",1063,1063
2023,41,"Werd",4,"Kreis 4",4,"Zweipersonenhaushalt",510,1020
2023,41,"Werd",4,"Kreis 4",5,"Ehepaar ohne Kinder",143,286
2023,41,"Werd",4,"Kreis 4",6,"Eingetragenes Paar ohne Kinder",8,16
2023,41,"Werd",4,"Kreis 4",7,"Ein-Elternhaushalt",42,101
2023,41,"Werd",4,"Kreis 4",8,"Ehepaar mit Kind(ern)",191,808
2023,41,"Werd",4,"Kreis 4",10,"Paar mit Kind(ern)",74,242
2023,41,"Werd",4,"Kreis 4",11,"Patchwork-Haushalt",8,25
2023,41,"Werd",4,"Kreis 4",12,"Wohngemeinschaft ohne Kinder",143,493
2023,41,"Werd",4,"Kreis 4",13,"Wohngemeinschaft mit Kind(ern)",37,231
2023,41,"Werd",4,"Kreis 4",14,"Generationenhaushalt",15,107
2023,41,"Werd",4,"Kreis 4",15,"Familien-Verbund",1,4
2023,42,"Langstrasse",4,"Kreis 4",1,"Einpersonenhaushalt",3569,3569
2023,42,"Langstrasse",4,"Kreis 4",4,"Zweipersonenhaushalt",1589,3178
2023,42,"Langstrasse",4,"Kreis 4",5,"Ehepaar ohne Kinder",401,802
2023,42,"Langstrasse",4,"Kreis 4",6,"Eingetragenes Paar ohne Kinder",29,58
2023,42,"Langstrasse",4,"Kreis 4",7,"Ein-Elternhaushalt",110,250
2023,42,"Langstrasse",4,"Kreis 4",8,"Ehepaar mit Kind(ern)",286,1010
2023,42,"Langstrasse",4,"Kreis 4",10,"Paar mit Kind(ern)",124,423
2023,42,"Langstrasse",4,"Kreis 4",11,"Patchwork-Haushalt",24,74
2023,42,"Langstrasse",4,"Kreis 4",12,"Wohngemeinschaft ohne Kinder",472,1615
2023,42,"Langstrasse",4,"Kreis 4",13,"Wohngemeinschaft mit Kind(ern)",66,307
2023,42,"Langstrasse",4,"Kreis 4",14,"Generationenhaushalt",20,93
2023,44,"Hard",4,"Kreis 4",1,"Einpersonenhaushalt",3190,3190
2023,44,"Hard",4,"Kreis 4",4,"Zweipersonenhaushalt",1395,2790
2023,44,"Hard",4,"Kreis 4",5,"Ehepaar ohne Kinder",488,976
2023,44,"Hard",4,"Kreis 4",6,"Eingetragenes Paar ohne Kinder",17,34
2023,44,"Hard",4,"Kreis 4",7,"Ein-Elternhaushalt",394,958
2023,44,"Hard",4,"Kreis 4",8,"Ehepaar mit Kind(ern)",633,2398
2023,44,"Hard",4,"Kreis 4",9,"Eingetragenes Paar mit Kind(ern)",1,3
2023,44,"Hard",4,"Kreis 4",10,"Paar mit Kind(ern)",203,708
2023,44,"Hard",4,"Kreis 4",11,"Patchwork-Haushalt",43,139
2023,44,"Hard",4,"Kreis 4",12,"Wohngemeinschaft ohne Kinder",384,1283
2023,44,"Hard",4,"Kreis 4",13,"Wohngemeinschaft mit Kind(ern)",87,399
2023,44,"Hard",4,"Kreis 4",14,"Generationenhaushalt",31,154
2023,51,"Gewerbeschule",5,"Kreis 5",1,"Einpersonenhaushalt",2521,2521
2023,51,"Gewerbeschule",5,"Kreis 5",4,"Zweipersonenhaushalt",1102,2204
2023,51,"Gewerbeschule",5,"Kreis 5",5,"Ehepaar ohne Kinder",327,654
2023,51,"Gewerbeschule",5,"Kreis 5",6,"Eingetragenes Paar ohne Kinder",15,30
2023,51,"Gewerbeschule",5,"Kreis 5",7,"Ein-Elternhaushalt",202,493
2023,51,"Gewerbeschule",5,"Kreis 5",8,"Ehepaar mit Kind(ern)",393,1482
2023,51,"Gewerbeschule",5,"Kreis 5",9,"Eingetragenes Paar mit Kind(ern)",1,3
2023,51,"Gewerbeschule",5,"Kreis 5",10,"Paar mit Kind(ern)",139,485
2023,51,"Gewerbeschule",5,"Kreis 5",11,"Patchwork-Haushalt",25,78
2023,51,"Gewerbeschule",5,"Kreis 5",12,"Wohngemeinschaft ohne Kinder",297,1010
2023,51,"Gewerbeschule",5,"Kreis 5",13,"Wohngemeinschaft mit Kind(ern)",69,326
2023,51,"Gewerbeschule",5,"Kreis 5",14,"Generationenhaushalt",23,135
2023,52,"Escher Wyss",5,"Kreis 5",1,"Einpersonenhaushalt",1061,1061
2023,52,"Escher Wyss",5,"Kreis 5",4,"Zweipersonenhaushalt",739,1478
2023,52,"Escher Wyss",5,"Kreis 5",5,"Ehepaar ohne Kinder",302,604
2023,52,"Escher Wyss",5,"Kreis 5",6,"Eingetragenes Paar ohne Kinder",29,58
2023,52,"Escher Wyss",5,"Kreis 5",7,"Ein-Elternhaushalt",83,194
2023,52,"Escher Wyss",5,"Kreis 5",8,"Ehepaar mit Kind(ern)",331,1188
2023,52,"Escher Wyss",5,"Kreis 5",9,"Eingetragenes Paar mit Kind(ern)",1,4
2023,52,"Escher Wyss",5,"Kreis 5",10,"Paar mit Kind(ern)",135,467
2023,52,"Escher Wyss",5,"Kreis 5",11,"Patchwork-Haushalt",19,66
2023,52,"Escher Wyss",5,"Kreis 5",12,"Wohngemeinschaft ohne Kinder",227,760
2023,52,"Escher Wyss",5,"Kreis 5",13,"Wohngemeinschaft mit Kind(ern)",52,255
2023,52,"Escher Wyss",5,"Kreis 5",14,"Generationenhaushalt",2,8
2023,61,"Unterstrass",6,"Kreis 6",1,"Einpersonenhaushalt",5163,5163
2023,61,"Unterstrass",6,"Kreis 6",4,"Zweipersonenhaushalt",2117,4234
2023,61,"Unterstrass",6,"Kreis 6",5,"Ehepaar ohne Kinder",1196,2392
2023,61,"Unterstrass",6,"Kreis 6",6,"Eingetragenes Paar ohne Kinder",29,58
2023,61,"Unterstrass",6,"Kreis 6",7,"Ein-Elternhaushalt",591,1446
2023,61,"Unterstrass",6,"Kreis 6",8,"Ehepaar mit Kind(ern)",1688,6473
2023,61,"Unterstrass",6,"Kreis 6",9,"Eingetragenes Paar mit Kind(ern)",2,6
2023,61,"Unterstrass",6,"Kreis 6",10,"Paar mit Kind(ern)",495,1775
2023,61,"Unterstrass",6,"Kreis 6",11,"Patchwork-Haushalt",51,167
2023,61,"Unterstrass",6,"Kreis 6",12,"Wohngemeinschaft ohne Kinder",582,1995
2023,61,"Unterstrass",6,"Kreis 6",13,"Wohngemeinschaft mit Kind(ern)",124,569
2023,61,"Unterstrass",6,"Kreis 6",14,"Generationenhaushalt",27,136
2023,63,"Oberstrass",6,"Kreis 6",1,"Einpersonenhaushalt",2465,2465
2023,63,"Oberstrass",6,"Kreis 6",4,"Zweipersonenhaushalt",741,1482
2023,63,"Oberstrass",6,"Kreis 6",5,"Ehepaar ohne Kinder",598,1196
2023,63,"Oberstrass",6,"Kreis 6",6,"Eingetragenes Paar ohne Kinder",13,26
2023,63,"Oberstrass",6,"Kreis 6",7,"Ein-Elternhaushalt",199,475
2023,63,"Oberstrass",6,"Kreis 6",8,"Ehepaar mit Kind(ern)",706,2657
2023,63,"Oberstrass",6,"Kreis 6",10,"Paar mit Kind(ern)",201,718
2023,63,"Oberstrass",6,"Kreis 6",11,"Patchwork-Haushalt",20,70
2023,63,"Oberstrass",6,"Kreis 6",12,"Wohngemeinschaft ohne Kinder",261,910
2023,63,"Oberstrass",6,"Kreis 6",13,"Wohngemeinschaft mit Kind(ern)",80,374
2023,63,"Oberstrass",6,"Kreis 6",14,"Generationenhaushalt",12,64
2023,71,"Fluntern",7,"Kreis 7",1,"Einpersonenhaushalt",1497,1497
2023,71,"Fluntern",7,"Kreis 7",4,"Zweipersonenhaushalt",454,908
2023,71,"Fluntern",7,"Kreis 7",5,"Ehepaar ohne Kinder",646,1292
2023,71,"Fluntern",7,"Kreis 7",6,"Eingetragenes Paar ohne Kinder",16,32
2023,71,"Fluntern",7,"Kreis 7",7,"Ein-Elternhaushalt",184,461
2023,71,"Fluntern",7,"Kreis 7",8,"Ehepaar mit Kind(ern)",699,2647
2023,71,"Fluntern",7,"Kreis 7",9,"Eingetragenes Paar mit Kind(ern)",1,4
2023,71,"Fluntern",7,"Kreis 7",10,"Paar mit Kind(ern)",126,445
2023,71,"Fluntern",7,"Kreis 7",11,"Patchwork-Haushalt",16,59
2023,71,"Fluntern",7,"Kreis 7",12,"Wohngemeinschaft ohne Kinder",140,527
2023,71,"Fluntern",7,"Kreis 7",13,"Wohngemeinschaft mit Kind(ern)",93,451
2023,71,"Fluntern",7,"Kreis 7",14,"Generationenhaushalt",15,69
2023,72,"Hottingen",7,"Kreis 7",1,"Einpersonenhaushalt",2486,2486
2023,72,"Hottingen",7,"Kreis 7",4,"Zweipersonenhaushalt",763,1526
2023,72,"Hottingen",7,"Kreis 7",5,"Ehepaar ohne Kinder",603,1206
2023,72,"Hottingen",7,"Kreis 7",6,"Eingetragenes Paar ohne Kinder",21,42
2023,72,"Hottingen",7,"Kreis 7",7,"Ein-Elternhaushalt",206,496
2023,72,"Hottingen",7,"Kreis 7",8,"Ehepaar mit Kind(ern)",827,3133
2023,72,"Hottingen",7,"Kreis 7",10,"Paar mit Kind(ern)",189,688
2023,72,"Hottingen",7,"Kreis 7",11,"Patchwork-Haushalt",35,123
2023,72,"Hottingen",7,"Kreis 7",12,"Wohngemeinschaft ohne Kinder",205,759
2023,72,"Hottingen",7,"Kreis 7",13,"Wohngemeinschaft mit Kind(ern)",99,450
2023,72,"Hottingen",7,"Kreis 7",14,"Generationenhaushalt",14,57
2023,73,"Hirslanden",7,"Kreis 7",1,"Einpersonenhaushalt",1776,1776
2023,73,"Hirslanden",7,"Kreis 7",4,"Zweipersonenhaushalt",572,1144
2023,73,"Hirslanden",7,"Kreis 7",5,"Ehepaar ohne Kinder",402,804
2023,73,"Hirslanden",7,"Kreis 7",6,"Eingetragenes Paar ohne Kinder",7,14
2023,73,"Hirslanden",7,"Kreis 7",7,"Ein-Elternhaushalt",154,361
2023,73,"Hirslanden",7,"Kreis 7",8,"Ehepaar mit Kind(ern)",470,1760
2023,73,"Hirslanden",7,"Kreis 7",10,"Paar mit Kind(ern)",117,417
2023,73,"Hirslanden",7,"Kreis 7",11,"Patchwork-Haushalt",19,62
2023,73,"Hirslanden",7,"Kreis 7",12,"Wohngemeinschaft ohne Kinder",160,558
2023,73,"Hirslanden",7,"Kreis 7",13,"Wohngemeinschaft mit Kind(ern)",66,325
2023,73,"Hirslanden",7,"Kreis 7",14,"Generationenhaushalt",13,65
2023,74,"Witikon",7,"Kreis 7",1,"Einpersonenhaushalt",2346,2346
2023,74,"Witikon",7,"Kreis 7",4,"Zweipersonenhaushalt",603,1206
2023,74,"Witikon",7,"Kreis 7",5,"Ehepaar ohne Kinder",868,1736
2023,74,"Witikon",7,"Kreis 7",6,"Eingetragenes Paar ohne Kinder",10,20
2023,74,"Witikon",7,"Kreis 7",7,"Ein-Elternhaushalt",269,661
2023,74,"Witikon",7,"Kreis 7",8,"Ehepaar mit Kind(ern)",967,3663
2023,74,"Witikon",7,"Kreis 7",9,"Eingetragenes Paar mit Kind(ern)",1,3
2023,74,"Witikon",7,"Kreis 7",10,"Paar mit Kind(ern)",156,554
2023,74,"Witikon",7,"Kreis 7",11,"Patchwork-Haushalt",20,71
2023,74,"Witikon",7,"Kreis 7",12,"Wohngemeinschaft ohne Kinder",168,569
2023,74,"Witikon",7,"Kreis 7",13,"Wohngemeinschaft mit Kind(ern)",82,394
2023,74,"Witikon",7,"Kreis 7",14,"Generationenhaushalt",14,67
2023,81,"Seefeld",8,"Kreis 8",1,"Einpersonenhaushalt",1725,1725
2023,81,"Seefeld",8,"Kreis 8",4,"Zweipersonenhaushalt",513,1026
2023,81,"Seefeld",8,"Kreis 8",5,"Ehepaar ohne Kinder",298,596
2023,81,"Seefeld",8,"Kreis 8",6,"Eingetragenes Paar ohne Kinder",3,6
2023,81,"Seefeld",8,"Kreis 8",7,"Ein-Elternhaushalt",134,321
2023,81,"Seefeld",8,"Kreis 8",8,"Ehepaar mit Kind(ern)",315,1148
2023,81,"Seefeld",8,"Kreis 8",10,"Paar mit Kind(ern)",73,250
2023,81,"Seefeld",8,"Kreis 8",11,"Patchwork-Haushalt",22,72
2023,81,"Seefeld",8,"Kreis 8",12,"Wohngemeinschaft ohne Kinder",101,337
2023,81,"Seefeld",8,"Kreis 8",13,"Wohngemeinschaft mit Kind(ern)",46,230
2023,81,"Seefeld",8,"Kreis 8",14,"Generationenhaushalt",2,9
2023,82,"Mühlebach",8,"Kreis 8",1,"Einpersonenhaushalt",1772,1772
2023,82,"Mühlebach",8,"Kreis 8",4,"Zweipersonenhaushalt",530,1060
2023,82,"Mühlebach",8,"Kreis 8",5,"Ehepaar ohne Kinder",337,674
2023,82,"Mühlebach",8,"Kreis 8",6,"Eingetragenes Paar ohne Kinder",14,28
2023,82,"Mühlebach",8,"Kreis 8",7,"Ein-Elternhaushalt",133,318
2023,82,"Mühlebach",8,"Kreis 8",8,"Ehepaar mit Kind(ern)",372,1365
2023,82,"Mühlebach",8,"Kreis 8",10,"Paar mit Kind(ern)",66,233
2023,82,"Mühlebach",8,"Kreis 8",11,"Patchwork-Haushalt",9,31
2023,82,"Mühlebach",8,"Kreis 8",12,"Wohngemeinschaft ohne Kinder",130,431
2023,82,"Mühlebach",8,"Kreis 8",13,"Wohngemeinschaft mit Kind(ern)",57,268
2023,82,"Mühlebach",8,"Kreis 8",14,"Generationenhaushalt",9,44
2023,83,"Weinegg",8,"Kreis 8",1,"Einpersonenhaushalt",1166,1166
2023,83,"Weinegg",8,"Kreis 8",4,"Zweipersonenhaushalt",348,696
2023,83,"Weinegg",8,"Kreis 8",5,"Ehepaar ohne Kinder",312,624
2023,83,"Weinegg",8,"Kreis 8",6,"Eingetragenes Paar ohne Kinder",8,16
2023,83,"Weinegg",8,"Kreis 8",7,"Ein-Elternhaushalt",127,294
2023,83,"Weinegg",8,"Kreis 8",8,"Ehepaar mit Kind(ern)",371,1395
2023,83,"Weinegg",8,"Kreis 8",10,"Paar mit Kind(ern)",68,230
2023,83,"Weinegg",8,"Kreis 8",11,"Patchwork-Haushalt",12,39
2023,83,"Weinegg",8,"Kreis 8",12,"Wohngemeinschaft ohne Kinder",90,312
2023,83,"Weinegg",8,"Kreis 8",13,"Wohngemeinschaft mit Kind(ern)",61,300
2023,83,"Weinegg",8,"Kreis 8",14,"Generationenhaushalt",9,43
2023,91,"Albisrieden",9,"Kreis 9",1,"Einpersonenhaushalt",4789,4789
2023,91,"Albisrieden",9,"Kreis 9",4,"Zweipersonenhaushalt",1690,3380
2023,91,"Albisrieden",9,"Kreis 9",5,"Ehepaar ohne Kinder",1345,2690
2023,91,"Albisrieden",9,"Kreis 9",6,"Eingetragenes Paar ohne Kinder",23,46
2023,91,"Albisrieden",9,"Kreis 9",7,"Ein-Elternhaushalt",592,1420
2023,91,"Albisrieden",9,"Kreis 9",8,"Ehepaar mit Kind(ern)",1788,6689
2023,91,"Albisrieden",9,"Kreis 9",9,"Eingetragenes Paar mit Kind(ern)",2,6
2023,91,"Albisrieden",9,"Kreis 9",10,"Paar mit Kind(ern)",489,1755
2023,91,"Albisrieden",9,"Kreis 9",11,"Patchwork-Haushalt",55,180
2023,91,"Albisrieden",9,"Kreis 9",12,"Wohngemeinschaft ohne Kinder",301,1002
2023,91,"Albisrieden",9,"Kreis 9",13,"Wohngemeinschaft mit Kind(ern)",138,636
2023,91,"Albisrieden",9,"Kreis 9",14,"Generationenhaushalt",43,215
2023,92,"Altstetten",9,"Kreis 9",1,"Einpersonenhaushalt",8158,8158
2023,92,"Altstetten",9,"Kreis 9",4,"Zweipersonenhaushalt",2882,5764
2023,92,"Altstetten",9,"Kreis 9",5,"Ehepaar ohne Kinder",2066,4132
2023,92,"Altstetten",9,"Kreis 9",6,"Eingetragenes Paar ohne Kinder",39,78
2023,92,"Altstetten",9,"Kreis 9",7,"Ein-Elternhaushalt",815,1990
2023,92,"Altstetten",9,"Kreis 9",8,"Ehepaar mit Kind(ern)",2447,9201
2023,92,"Altstetten",9,"Kreis 9",9,"Eingetragenes Paar mit Kind(ern)",2,10
2023,92,"Altstetten",9,"Kreis 9",10,"Paar mit Kind(ern)",508,1773
2023,92,"Altstetten",9,"Kreis 9",11,"Patchwork-Haushalt",94,318
2023,92,"Altstetten",9,"Kreis 9",12,"Wohngemeinschaft ohne Kinder",732,2502
2023,92,"Altstetten",9,"Kreis 9",13,"Wohngemeinschaft mit Kind(ern)",249,1155
2023,92,"Altstetten",9,"Kreis 9",14,"Generationenhaushalt",95,478
2023,101,"Höngg",10,"Kreis 10",1,"Einpersonenhaushalt",4563,4563
2023,101,"Höngg",10,"Kreis 10",4,"Zweipersonenhaushalt",1578,3156
2023,101,"Höngg",10,"Kreis 10",5,"Ehepaar ohne Kinder",1528,3056
2023,101,"Höngg",10,"Kreis 10",6,"Eingetragenes Paar ohne Kinder",26,52
2023,101,"Höngg",10,"Kreis 10",7,"Ein-Elternhaushalt",636,1537
2023,101,"Höngg",10,"Kreis 10",8,"Ehepaar mit Kind(ern)",1864,7044
2023,101,"Höngg",10,"Kreis 10",10,"Paar mit Kind(ern)",416,1473
2023,101,"Höngg",10,"Kreis 10",11,"Patchwork-Haushalt",41,134
2023,101,"Höngg",10,"Kreis 10",12,"Wohngemeinschaft ohne Kinder",337,1181
2023,101,"Höngg",10,"Kreis 10",13,"Wohngemeinschaft mit Kind(ern)",178,862
2023,101,"Höngg",10,"Kreis 10",14,"Generationenhaushalt",35,171
2023,101,"Höngg",10,"Kreis 10",15,"Familien-Verbund",1,4
2023,102,"Wipkingen",10,"Kreis 10",1,"Einpersonenhaushalt",4123,4123
2023,102,"Wipkingen",10,"Kreis 10",4,"Zweipersonenhaushalt",1625,3250
2023,102,"Wipkingen",10,"Kreis 10",5,"Ehepaar ohne Kinder",727,1454
2023,102,"Wipkingen",10,"Kreis 10",6,"Eingetragenes Paar ohne Kinder",29,58
2023,102,"Wipkingen",10,"Kreis 10",7,"Ein-Elternhaushalt",381,890
2023,102,"Wipkingen",10,"Kreis 10",8,"Ehepaar mit Kind(ern)",862,3203
2023,102,"Wipkingen",10,"Kreis 10",9,"Eingetragenes Paar mit Kind(ern)",1,3
2023,102,"Wipkingen",10,"Kreis 10",10,"Paar mit Kind(ern)",380,1332
2023,102,"Wipkingen",10,"Kreis 10",11,"Patchwork-Haushalt",35,112
2023,102,"Wipkingen",10,"Kreis 10",12,"Wohngemeinschaft ohne Kinder",372,1275
2023,102,"Wipkingen",10,"Kreis 10",13,"Wohngemeinschaft mit Kind(ern)",90,444
2023,102,"Wipkingen",10,"Kreis 10",14,"Generationenhaushalt",19,81
2023,111,"Affoltern",11,"Kreis 11",1,"Einpersonenhaushalt",4312,4312
2023,111,"Affoltern",11,"Kreis 11",4,"Zweipersonenhaushalt",1375,2750
2023,111,"Affoltern",11,"Kreis 11",5,"Ehepaar ohne Kinder",1581,3162
2023,111,"Affoltern",11,"Kreis 11",6,"Eingetragenes Paar ohne Kinder",11,22
2023,111,"Affoltern",11,"Kreis 11",7,"Ein-Elternhaushalt",802,2045
2023,111,"Affoltern",11,"Kreis 11",8,"Ehepaar mit Kind(ern)",2438,9352
2023,111,"Affoltern",11,"Kreis 11",9,"Eingetragenes Paar mit Kind(ern)",1,3
2023,111,"Affoltern",11,"Kreis 11",10,"Paar mit Kind(ern)",297,1068
2023,111,"Affoltern",11,"Kreis 11",11,"Patchwork-Haushalt",79,268
2023,111,"Affoltern",11,"Kreis 11",12,"Wohngemeinschaft ohne Kinder",479,1609
2023,111,"Affoltern",11,"Kreis 11",13,"Wohngemeinschaft mit Kind(ern)",223,1030
2023,111,"Affoltern",11,"Kreis 11",14,"Generationenhaushalt",110,573
2023,115,"Oerlikon",11,"Kreis 11",1,"Einpersonenhaushalt",5334,5334
2023,115,"Oerlikon",11,"Kreis 11",4,"Zweipersonenhaushalt",2101,4202
2023,115,"Oerlikon",11,"Kreis 11",5,"Ehepaar ohne Kinder",1199,2398
2023,115,"Oerlikon",11,"Kreis 11",6,"Eingetragenes Paar ohne Kinder",30,60
2023,115,"Oerlikon",11,"Kreis 11",7,"Ein-Elternhaushalt",470,1160
2023,115,"Oerlikon",11,"Kreis 11",8,"Ehepaar mit Kind(ern)",1419,5302
2023,115,"Oerlikon",11,"Kreis 11",9,"Eingetragenes Paar mit Kind(ern)",2,7
2023,115,"Oerlikon",11,"Kreis 11",10,"Paar mit Kind(ern)",276,977
2023,115,"Oerlikon",11,"Kreis 11",11,"Patchwork-Haushalt",51,170
2023,115,"Oerlikon",11,"Kreis 11",12,"Wohngemeinschaft ohne Kinder",713,2405
2023,115,"Oerlikon",11,"Kreis 11",13,"Wohngemeinschaft mit Kind(ern)",141,657
2023,115,"Oerlikon",11,"Kreis 11",14,"Generationenhaushalt",26,123
2023,119,"Seebach",11,"Kreis 11",1,"Einpersonenhaushalt",5387,5387
2023,119,"Seebach",11,"Kreis 11",4,"Zweipersonenhaushalt",1734,3468
2023,119,"Seebach",11,"Kreis 11",5,"Ehepaar ohne Kinder",1622,3244
2023,119,"Seebach",11,"Kreis 11",6,"Eingetragenes Paar ohne Kinder",34,68
2023,119,"Seebach",11,"Kreis 11",7,"Ein-Elternhaushalt",697,1746
2023,119,"Seebach",11,"Kreis 11",8,"Ehepaar mit Kind(ern)",2147,8156
2023,119,"Seebach",11,"Kreis 11",9,"Eingetragenes Paar mit Kind(ern)",1,4
2023,119,"Seebach",11,"Kreis 11",10,"Paar mit Kind(ern)",279,990
2023,119,"Seebach",11,"Kreis 11",11,"Patchwork-Haushalt",72,239
2023,119,"Seebach",11,"Kreis 11",12,"Wohngemeinschaft ohne Kinder",628,2148
2023,119,"Seebach",11,"Kreis 11",13,"Wohngemeinschaft mit Kind(ern)",262,1203
2023,119,"Seebach",11,"Kreis 11",14,"Generationenhaushalt",81,426
2023,121,"Saatlen",12,"Kreis 12",1,"Einpersonenhaushalt",1061,1061
2023,121,"Saatlen",12,"Kreis 12",4,"Zweipersonenhaushalt",367,734
2023,121,"Saatlen",12,"Kreis 12",5,"Ehepaar ohne Kinder",391,782
2023,121,"Saatlen",12,"Kreis 12",6,"Eingetragenes Paar ohne Kinder",4,8
2023,121,"Saatlen",12,"Kreis 12",7,"Ein-Elternhaushalt",328,903
2023,121,"Saatlen",12,"Kreis 12",8,"Ehepaar mit Kind(ern)",880,3571
2023,121,"Saatlen",12,"Kreis 12",10,"Paar mit Kind(ern)",125,466
2023,121,"Saatlen",12,"Kreis 12",11,"Patchwork-Haushalt",22,74
2023,121,"Saatlen",12,"Kreis 12",12,"Wohngemeinschaft ohne Kinder",170,657
2023,121,"Saatlen",12,"Kreis 12",13,"Wohngemeinschaft mit Kind(ern)",68,344
2023,121,"Saatlen",12,"Kreis 12",14,"Generationenhaushalt",34,175
2023,122,"Schwamendingen-Mitte",12,"Kreis 12",1,"Einpersonenhaushalt",2573,2573
2023,122,"Schwamendingen-Mitte",12,"Kreis 12",4,"Zweipersonenhaushalt",800,1600
2023,122,"Schwamendingen-Mitte",12,"Kreis 12",5,"Ehepaar ohne Kinder",672,1344
2023,122,"Schwamendingen-Mitte",12,"Kreis 12",6,"Eingetragenes Paar ohne Kinder",16,32
2023,122,"Schwamendingen-Mitte",12,"Kreis 12",7,"Ein-Elternhaushalt",314,777
2023,122,"Schwamendingen-Mitte",12,"Kreis 12",8,"Ehepaar mit Kind(ern)",739,2737
2023,122,"Schwamendingen-Mitte",12,"Kreis 12",10,"Paar mit Kind(ern)",111,405
2023,122,"Schwamendingen-Mitte",12,"Kreis 12",11,"Patchwork-Haushalt",34,110
2023,122,"Schwamendingen-Mitte",12,"Kreis 12",12,"Wohngemeinschaft ohne Kinder",337,1130
2023,122,"Schwamendingen-Mitte",12,"Kreis 12",13,"Wohngemeinschaft mit Kind(ern)",84,376
2023,122,"Schwamendingen-Mitte",12,"Kreis 12",14,"Generationenhaushalt",38,170
2023,122,"Schwamendingen-Mitte",12,"Kreis 12",15,"Familien-Verbund",1,5
2023,123,"Hirzenbach",12,"Kreis 12",1,"Einpersonenhaushalt",2321,2321
2023,123,"Hirzenbach",12,"Kreis 12",4,"Zweipersonenhaushalt",714,1428
2023,123,"Hirzenbach",12,"Kreis 12",5,"Ehepaar ohne Kinder",731,1462
2023,123,"Hirzenbach",12,"Kreis 12",6,"Eingetragenes Paar ohne Kinder",5,10
2023,123,"Hirzenbach",12,"Kreis 12",7,"Ein-Elternhaushalt",411,1060
2023,123,"Hirzenbach",12,"Kreis 12",8,"Ehepaar mit Kind(ern)",1145,4428
2023,123,"Hirzenbach",12,"Kreis 12",9,"Eingetragenes Paar mit Kind(ern)",1,4
2023,123,"Hirzenbach",12,"Kreis 12",10,"Paar mit Kind(ern)",146,529
2023,123,"Hirzenbach",12,"Kreis 12",11,"Patchwork-Haushalt",31,102
2023,123,"Hirzenbach",12,"Kreis 12",12,"Wohngemeinschaft ohne Kinder",243,806
2023,123,"Hirzenbach",12,"Kreis 12",13,"Wohngemeinschaft mit Kind(ern)",132,617
2023,123,"Hirzenbach",12,"Kreis 12",14,"Generationenhaushalt",34,158
2023,123,"Hirzenbach",12,"Kreis 12",15,"Familien-Verbund",1,5
